SongID,TrackName,Artists,Genre,FilePath,sp_danceability,sp_energy,sp_key,sp_loudness,sp_speechiness,sp_acousticness,sp_instrumentalness,sp_liveness,sp_valence,sp_tempo,sp_time_signature,sp_genre
120,Pull Up,DJ Hanzel/Dillon Francis,,..\data\audio_files\processed\120.mp3,0.842,0.583,2.0,-6.85,0.0678,0.00839,0.0423,0.112,0.543,123.993,4.0,"edm, pop dance, moombahton, slap house, progressive electro house, electro house, brostep"
121,Rock Wit U - Yoruba Soul Mix - Edit,DJ Jazzy Jeff/Erro/Osunlade,East Coast Hip Hop,..\data\audio_files\processed\121.mp3,0.832,0.617,3.0,-18.409,0.101,0.792,0.908,0.0953,0.469,125.2,4.0,"east coast hip hop, afro house, deep house"
122,The Throne,DJ Minx,Detroit House,..\data\audio_files\processed\122.mp3,0.676,0.83,9.0,-6.966,0.0391,0.000736,0.029,0.153,0.373,127.029,4.0,detroit house
123,U,DJ Seinfeld,Lo-Fi House,..\data\audio_files\processed\123.mp3,0.759,0.882,10.0,-5.81,0.0339,0.229,0.0403,0.342,0.878,137.058,4.0,"australian electropop, lo-fi house"
124,Guddi Riddim,DJ Snake/Wade/Nooran Sisters,Dance Pop,..\data\audio_files\processed\124.mp3,0.72,0.978,9.0,-4.495,0.0595,0.00147,0.819,0.0283,0.196,127.984,4.0,"dance pop, electronic trap, edm, qawwali, pop dance, indian folk, tech house, pop"
125,Eat Your Man (with Nelly Furtado),Dom Dolla/Nelly Furtado,Australian House,..\data\audio_files\processed\125.mp3,0.738,0.883,8.0,-7.989,0.0818,0.053,0.193,0.102,0.651,125.04,4.0,"canadian latin, canadian pop, dance pop, house, deep groove house, pop, australian house"
126,Saving Up,Dom Dolla,Australian House,..\data\audio_files\processed\126.mp3,0.747,0.822,3.0,-6.373,0.0721,0.00353,0.132,0.165,0.578,129.994,4.0,"house, deep groove house, australian house"
127,Strangers (with Mansionair),Dom Dolla/Mansionair,Australian House,..\data\audio_files\processed\127.mp3,0.643,0.941,8.0,-5.243,0.0377,0.0599,0.756,0.157,0.174,126.01,4.0,"electra, melodic house, house, aussietronica, swiss pop, deep groove house, deep house, progressive house, indietronica, australian house"
128,Take It,Dom Dolla,Australian House,..\data\audio_files\processed\128.mp3,0.851,0.742,0.0,-6.126,0.0377,0.0259,0.256,0.111,0.236,123.033,4.0,"house, deep groove house, australian house"
129,Bless Me (with Discrete),Dombresky/Discrete,Bass House,..\data\audio_files\processed\129.mp3,0.693,0.878,6.0,-6.264,0.0386,0.0122,0.462,0.119,0.384,129.998,4.0,"house, electro house, tech house, bass house"
130,Futurmastic,Dombresky,Bass House,..\data\audio_files\processed\130.mp3,0.709,0.788,7.0,-7.142,0.0344,0.00989,0.828,0.0882,0.672,125.005,4.0,"house, electro house, tech house, bass house"
131,Meli-Melo,Dombresky,Bass House,..\data\audio_files\processed\131.mp3,0.682,0.98,8.0,-6.412,0.27,0.148,0.26,0.355,0.602,123.962,4.0,"house, electro house, tech house, bass house"
132,Soul Sacrifice,Dombresky,Bass House,..\data\audio_files\processed\132.mp3,0.847,0.934,9.0,-5.381,0.0442,0.00783,0.492,0.0797,0.862,126.035,4.0,"house, electro house, tech house, bass house"
133,Feel It Deep Inside,Dopamine/Sigala,,..\data\audio_files\processed\133.mp3,0.745,0.897,2.0,-4.647,0.141,0.0479,8.43e-06,0.212,0.833,126.011,4.0,"dance pop, edm, uk pop, pop dance, uk dance"
134,Lights Go Down,Drinks On Me/Why So Low,Bassline,..\data\audio_files\processed\134.mp3,0.688,0.707,4.0,-5.749,0.158,0.0999,9.37e-05,0.157,0.297,128.032,4.0,bassline
135,LALALA,Duck Sauce/Armand Van Helden/A-Trak,Disco House,..\data\audio_files\processed\135.mp3,0.721,0.773,2.0,-5.2,0.0401,0.00766,0.00874,0.0791,0.395,129.997,4.0,"disco house, classic house, electronic trap, filter house, edm, turntablism, big beat, house, vocal house, uk dance, deep house, speed garage, tribal house, electro house, canadian electronic, fidget house"
136,Greenleaf,Duke Hugh,Indie Jazz,..\data\audio_files\processed\136.mp3,0.798,0.504,9.0,-16.499,0.0593,0.821,0.849,0.11,0.228,117.075,4.0,indie jazz
137,Just Be Good To Me - Radio Edit,Earth n Days,Funky House,..\data\audio_files\processed\137.mp3,0.779,0.931,0.0,-4.136,0.0669,0.00915,0.631,0.0822,0.528,124.013,4.0,"funky tech house, funky house"
138,Naquele Pique,Eddy M/Gabe,Italian Tech House,..\data\audio_files\processed\138.mp3,0.863,0.881,7.0,-8.54,0.0497,0.00305,0.107,0.0767,0.357,129.006,4.0,"tech house, italian tech house, brazilian edm"
139,Don't Need U (feat. Akua),Eden Prince/Akua,Dance Pop,..\data\audio_files\processed\139.mp3,,,,,,,,,,,,
140,Lift Your Energy,Eden Prince,Dance Pop,..\data\audio_files\processed\140.mp3,0.622,0.99,11.0,-5.5,0.0424,0.00126,0.612,0.696,0.643,124.008,4.0,"uk dance, deep groove house, dance pop"
141,Real Good,Eden Prince,Dance Pop,..\data\audio_files\processed\141.mp3,0.832,0.78,7.0,-6.585,0.104,0.0922,0.0192,0.134,0.569,125.013,4.0,"uk dance, deep groove house, dance pop"
142,This Feeling,Eden Prince/Alex Mills,Dance Pop,..\data\audio_files\processed\142.mp3,0.794,0.635,11.0,-7.754,0.0402,0.118,0.00379,0.0706,0.422,125.971,4.0,"uk pop, uk dance, deep groove house, dance pop"
143,Toxic,Eden Prince/Marco Foster,Dance Pop,..\data\audio_files\processed\143.mp3,0.791,0.764,11.0,-6.843,0.249,0.175,0.00335,0.266,0.943,125.004,4.0,"uk dance, deep groove house, dance pop"
144,Memories,Eden Prince/Nonô,Dance Pop,..\data\audio_files\processed\144.mp3,0.909,0.651,11.0,-5.672,0.105,0.161,0.0437,0.0923,0.895,124.026,4.0,"uk dance, deep groove house, dance pop"
145,Power,Ekali/NITTI,Brostep,..\data\audio_files\processed\145.mp3,0.366,0.76,7.0,-6.497,0.0626,0.232,0.641,0.0822,0.139,159.972,4.0,"electronic trap, edm, vapor twitch, electro house, future bass, canadian electronic, brostep"
146,Be The One,Eli Brown,House,..\data\audio_files\processed\146.mp3,0.659,0.93,0.0,-5.084,0.043,0.00634,0.177,0.104,0.546,135.977,4.0,"uk dance, house, tech house"
147,Body Moving,Eliza Rose/Calvin Harris,House,..\data\audio_files\processed\147.mp3,0.788,0.906,10.0,-5.863,0.0382,0.0222,0.00283,0.0822,0.811,128.004,4.0,"dance pop, edm, pop dance, house, uk dance, progressive house, electro house, pop"
148,B.O.T.A. (Baddest Of Them All) - Edit,Eliza Rose/Interplanetary Criminal,House,..\data\audio_files\processed\148.mp3,0.736,0.906,0.0,-7.589,0.048,0.164,0.585,0.106,0.698,137.001,4.0,"breaks, house, experimental house"
149,Pleasure Peak,Eliza Rose/The Martinez Brothers,House,..\data\audio_files\processed\149.mp3,0.766,0.903,9.0,-4.956,0.075,0.0648,0.381,0.102,0.588,130.96,4.0,"house, minimal techno, minimal tech house, deep disco house"
150,Calling,Ellis Moss,Tech House,..\data\audio_files\processed\150.mp3,0.72,0.828,5.0,-7.648,0.217,0.00932,7.76e-05,0.333,0.196,130.029,4.0,tech house
151,Control - Disco Lines Remix,Emmit Fenn/Disco Lines,Chill House,..\data\audio_files\processed\151.mp3,0.8,0.656,9.0,-7.486,0.0487,0.39,0.0526,0.288,0.677,126.041,4.0,"stutter house, chill house"
152,Who Dat,Emmit Fenn,Chill House,..\data\audio_files\processed\152.mp3,0.865,0.591,6.0,-9.574,0.0482,0.00336,0.763,0.0472,0.316,116.983,4.0,chill house
153,Fakez,Endor,Deep Groove House,..\data\audio_files\processed\153.mp3,0.847,0.632,9.0,-10.492,0.0857,0.00205,0.333,0.0565,0.54,127.979,4.0,"uk dance, deep groove house, scottish rock"
154,Lovin' is Everywhere,Engelwood,Chillhop,..\data\audio_files\processed\154.mp3,0.639,0.898,0.0,-6.411,0.102,0.0107,0.747,0.892,0.827,123.556,4.0,chillhop
155,Daemon Veil,Eprom/G Jones,Downtempo Bass,..\data\audio_files\processed\155.mp3,0.227,0.902,6.0,-4.797,0.325,0.00912,0.2,0.0654,0.0718,176.063,4.0,"electronic trap, downtempo bass, wonky, vapor twitch, glitch hop, brostep, experimental bass"
156,Lennon,ESSEL,Tech House,..\data\audio_files\processed\156.mp3,0.892,0.943,1.0,-3.884,0.108,0.012,0.572,0.208,0.254,127.99,4.0,tech house
157,Love Vibration,ESSEL,Tech House,..\data\audio_files\processed\157.mp3,0.773,0.903,11.0,-5.279,0.0417,0.00171,0.617,0.0476,0.762,123.926,4.0,tech house
158,Sweat,ESSEL,Tech House,..\data\audio_files\processed\158.mp3,0.701,0.9,8.0,-3.924,0.0476,0.00254,0.557,0.176,0.344,126.987,4.0,tech house
159,The Edge,ESSEL,Tech House,..\data\audio_files\processed\159.mp3,0.7,0.648,11.0,-7.759,0.0419,0.122,0.000239,0.0739,0.501,128.015,4.0,tech house
160,Groove Thang,Ewan McVicar,Scottish Techno,..\data\audio_files\processed\160.mp3,0.72,0.876,2.0,-5.622,0.0432,0.0666,0.00218,0.276,0.566,130.981,4.0,scottish techno
161,Break Me,Fab Massimo,Tech House,..\data\audio_files\processed\161.mp3,0.697,0.989,0.0,-5.858,0.06,0.0077,0.641,0.348,0.751,128.0,4.0,tech house
162,Frank Frazetta,Feed Me,Brostep,..\data\audio_files\processed\162.mp3,0.87,0.87,0.0,-5.652,0.158,0.00341,0.285,0.351,0.776,122.001,4.0,"edm, complextro, filthstep, electro house, brostep"
163,Losing It - Radio Edit,FISHER,Australian House,..\data\audio_files\processed\163.mp3,0.729,0.965,2.0,-5.711,0.0624,0.00176,0.66,0.0973,0.744,125.021,4.0,"house, australian house"
164,Stop It,FISHER,Australian House,..\data\audio_files\processed\164.mp3,0.859,0.824,8.0,-7.207,0.0512,0.0242,0.66,0.205,0.882,124.015,4.0,"house, australian house"
165,TAKE IT OFF,FISHER/Aatig,Australian House,..\data\audio_files\processed\165.mp3,0.884,0.707,1.0,-6.607,0.202,0.000502,0.258,0.363,0.582,127.013,4.0,"house, australian house"
166,Atmosphere,FISHER/Kita Alexander,Australian House,..\data\audio_files\processed\166.mp3,0.762,0.895,8.0,-4.562,0.0737,0.00618,0.145,0.203,0.755,125.979,4.0,"aussietronica, australian indie, house, australian house"
167,We Give Thee Honor,Floorplan,Chicago House,..\data\audio_files\processed\167.mp3,0.584,0.937,8.0,-4.137,0.044,0.000176,0.124,0.135,0.606,124.952,4.0,"techno, classic house, chicago house, deep house, float house"
168,Chunky,Format:B,German Tech House,..\data\audio_files\processed\168.mp3,0.803,0.858,10.0,-4.019,0.0538,0.0111,0.096,0.0766,0.862,121.989,4.0,"german techno, german tech house, minimal techno"
169,Aldo Raine,Fouk,Deep House,..\data\audio_files\processed\169.mp3,0.907,0.624,6.0,-11.075,0.0679,0.0252,0.175,0.367,0.72,117.0,4.0,"deep soul house, deep house, float house, nu disco"
170,Billie (loving arms),Fred again..,Edm,..\data\audio_files\processed\170.mp3,0.648,0.775,5.0,-4.798,0.0694,0.0561,0.0,0.444,0.371,128.072,4.0,"stutter house, house, edm"
171,adore u,Fred again../Obongjayar,Edm,..\data\audio_files\processed\171.mp3,0.747,0.867,0.0,-7.311,0.088,0.582,0.00413,0.114,0.684,124.015,4.0,"stutter house, experimental r&b, house, edm"
172,Baby again..,Fred again../Skrillex/Four Tet,Edm,..\data\audio_files\processed\172.mp3,0.847,0.724,2.0,-7.668,0.047,0.00355,0.00339,0.0731,0.326,126.983,4.0,"edm, stutter house, complextro, house, pop dance, trip hop, intelligent dance music, electro, indietronica, electronica, brostep, folktronica"
173,Understanding the Possibility,G Jones,Brostep,..\data\audio_files\processed\173.mp3,0.5,0.815,1.0,-5.051,0.127,0.0958,0.0389,0.0877,0.135,160.018,4.0,"vapor twitch, glitch hop, electronic trap, brostep"
174,Which Way,G Jones,Brostep,..\data\audio_files\processed\174.mp3,0.655,0.886,1.0,-5.496,0.237,0.0827,0.308,0.0996,0.642,123.452,4.0,"vapor twitch, glitch hop, electronic trap, brostep"
175,Tell Me You Love Me,Galantis/Throttle,Dance Pop,..\data\audio_files\processed\175.mp3,0.762,0.797,5.0,-2.71,0.135,0.117,0.0,0.202,0.525,122.066,4.0,"pop dance, dance pop, pop, edm"
176,VIRUS - Odd Mob Remix,GEN.KLOUD/Odd Mob,,..\data\audio_files\processed\176.mp3,0.824,0.756,1.0,-5.272,0.0646,0.0135,0.00212,0.0941,0.407,125.967,4.0,"aussietronica, tech house, bass house"
177,Acid (All Night Long),GENESI,,..\data\audio_files\processed\177.mp3,0.587,0.879,4.0,-5.79,0.0425,0.00134,0.37,0.494,0.13,125.988,4.0,
178,Everything You Have Done - Meduza Edit,GENESI/MEDUZA,,..\data\audio_files\processed\178.mp3,0.678,0.935,2.0,-6.382,0.0592,0.0459,0.202,0.198,0.485,124.989,4.0,"pop dance, pop house, uk dance, edm"
179,Work!,Gigamesh/Kaleena Zanders,Electrofox,..\data\audio_files\processed\179.mp3,,,,,,,,,,,,
180,True Romance (feat. Jarina De Marco) - Chris Lake Remix,Good Times Ahead/Jarina De Marco/Chris Lake,Brostep,..\data\audio_files\processed\180.mp3,0.792,0.663,11.0,-6.124,0.0453,0.0196,0.176,0.0703,0.455,123.998,4.0,"dutch house, electronic trap, edm, bass house, pop dance, house, melbourne bounce, progressive house, electro house, tech house, dominican indie, brostep"
181,Voodoo,Gorgon City,Future Garage,..\data\audio_files\processed\181.mp3,0.663,0.883,6.0,-6.7,0.0593,0.191,0.687,0.152,0.276,129.057,4.0,"pop dance, house, future garage, uk dance"
182,Laser Fire,GRiZ,Glitch Hop,..\data\audio_files\processed\182.mp3,0.547,0.96,11.0,-1.257,0.367,0.0268,0.0228,0.874,0.476,149.971,4.0,"jamtronica, glitch hop, jazztronica, livetronica"
183,Let's Get Weird,GRiZ,Glitch Hop,..\data\audio_files\processed\183.mp3,,,,,,,,,,,,
184,Born To Flow - Shane D Remix,Groove Junkies/Baskerville Jones/Shane D,Deep House,..\data\audio_files\processed\184.mp3,0.747,0.793,5.0,-6.381,0.0461,0.00585,0.0171,0.0408,0.826,126.016,4.0,"soulful house, deep house"
185,Infinite,Habstrakt,Bass House,..\data\audio_files\processed\185.mp3,0.69,0.809,1.0,-3.21,0.216,0.00766,0.422,0.187,0.369,126.02,4.0,"electronic trap, dubstep, bass house, complextro, gaming dubstep, filthstep, electro house"
186,I Wanna,Habstrakt/Jace Mek,Bass House,..\data\audio_files\processed\186.mp3,0.842,0.904,9.0,-3.791,0.21,0.0454,0.0751,0.107,0.479,127.992,4.0,"electronic trap, dubstep, bass house, complextro, gaming dubstep, filthstep, electro house"
187,Good Love,Hannah Laing/RoRo,Charva,..\data\audio_files\processed\187.mp3,0.775,0.817,1.0,-4.921,0.0656,0.127,0.00273,0.215,0.386,140.033,4.0,"modern alternative pop, charva"
188,Show Me Love,HELLMATE/Santiago & Carlitos/Chantal Lewis Brown,,..\data\audio_files\processed\188.mp3,0.785,0.736,5.0,-5.643,0.0421,0.0126,0.68,0.35,0.479,128.012,4.0,
189,Move Mint - VIP,Herobust,Brostep,..\data\audio_files\processed\189.mp3,0.527,0.983,11.0,-1.398,0.252,0.00272,0.564,0.192,0.339,128.225,4.0,"dubstep, electronic trap, brostep"
190,WTF VIP - Herobust VIP Mix,Herobust,Brostep,..\data\audio_files\processed\190.mp3,0.84,0.972,10.0,0.537,0.41,0.00316,0.00285,0.462,0.411,127.967,4.0,"dubstep, electronic trap, brostep"
191,Most Really Pretty Girls Have Pretty Ugly Feet,HNNY,Deep House,..\data\audio_files\processed\191.mp3,0.928,0.449,1.0,-10.425,0.0573,0.0862,0.497,0.0889,0.614,119.894,4.0,"swedish synthpop, swedish house, future garage, deep house, swedish electronic, indie soul"
192,Solsidan - Original Mix,HNNY,Deep House,..\data\audio_files\processed\192.mp3,,,,,,,,,,,,
193,Stand (feat. Cor.Ece) - Edit,Honey Dijon/Cor.Ece,,..\data\audio_files\processed\193.mp3,0.755,0.622,0.0,-8.642,0.0402,0.104,7.91e-06,0.146,0.539,122.978,4.0,
194,Bring It Back,HoneyLuv/Cakes da Killa,Tech House,..\data\audio_files\processed\194.mp3,0.749,0.931,9.0,-5.456,0.0453,0.000304,0.00187,0.329,0.351,127.988,4.0,"nyc rap, escape room, lgbtq+ hip hop, tech house, vogue"
195,Never Enough,Hot Since 82/Us Two/Paige Cavell,Deep Disco House,..\data\audio_files\processed\195.mp3,0.655,0.99,4.0,-5.8,0.0448,0.0172,0.272,0.27,0.883,127.997,4.0,"minimal techno, uk house, uk pop, house, deep disco house"
196,You & I,HotLap/SHELLS,,..\data\audio_files\processed\196.mp3,0.717,0.845,7.0,-5.057,0.0519,0.031,0.719,0.147,0.281,124.994,4.0,uk pop
197,NaNa Djon,HUGEL/Francis Mercier/Victor Démé,Deep House,..\data\audio_files\processed\197.mp3,0.762,0.892,1.0,-5.946,0.0471,0.0401,0.107,0.124,0.772,124.994,4.0,"melodic house, afropop, mande pop, burkinabe pop, world, deep house"
198,Tututu - Radio Edit,HUGEL/Malóne/PV Aparataje/KD One/CVMPANILE/Draxx (ITA),Deep House,..\data\audio_files\processed\198.mp3,0.786,0.951,0.0,-5.205,0.121,0.141,0.00397,0.356,0.497,128.032,4.0,"deep house, dembow dominicano"
199,Marianela (Que Pasa),HUGEL/Merk & Kremont/Lirico En La Casa,Deep House,..\data\audio_files\processed\199.mp3,0.828,0.893,1.0,-3.344,0.0496,0.033,0.00535,0.0811,0.602,124.043,4.0,"dutch house, sky room, rap dominicano, dembow, deep house, electro house"
200,Dale,HUGEL/Peppe Citarella/Billy the Diamond,Deep House,..\data\audio_files\processed\200.mp3,0.799,0.975,1.0,-5.925,0.0735,0.04,0.00781,0.0747,0.592,126.008,4.0,"guatemalan pop, afro house, deep house"
201,Chakachaka,HUGEL/Tom Enzy/Nfasis/Damien N-Drix,Deep House,..\data\audio_files\processed\201.mp3,0.793,0.958,8.0,-5.157,0.0674,0.155,0.55,0.204,0.322,124.005,4.0,"rap dominicano, dembow, deep house, slap house"
202,Why Can't U,Hush Hush,,..\data\audio_files\processed\202.mp3,,,,,,,,,,,,
203,Ohh LALA,Idris Elba/Sasha GiGi,Uk Tech House,..\data\audio_files\processed\203.mp3,0.807,0.896,8.0,-7.445,0.0504,3.29e-05,0.823,0.0538,0.963,126.986,4.0,uk tech house
204,Last Night a D.J. Saved My Life - Smeddles More Ass Mix,Indeep/George Smeddles,Post-Disco,..\data\audio_files\processed\204.mp3,0.834,0.717,6.0,-7.851,0.053,0.0101,0.803,0.0593,0.864,126.0,4.0,"uk tech house, post-disco, tech house"
205,Angst,INZO,,..\data\audio_files\processed\205.mp3,0.285,0.782,7.0,-6.243,0.126,0.0189,0.0233,0.0994,0.0793,149.951,3.0,
206,Bass In Yo Face,INZO,,..\data\audio_files\processed\206.mp3,0.72,0.743,2.0,-7.861,0.0816,0.00555,0.562,0.433,0.176,125.027,4.0,
207,Let It Slide,INZO/Blookah/Leo Napier,,..\data\audio_files\processed\207.mp3,0.431,0.674,2.0,-4.725,0.346,0.0884,0.000805,0.106,0.168,207.147,4.0,
208,Food for the Soul,it's murph,Stutter House,..\data\audio_files\processed\208.mp3,,,,,,,,,,,,
209,Dancing At The Disco,J. Worra/Cherry Tooth,Bass House,..\data\audio_files\processed\209.mp3,0.728,0.884,1.0,-5.426,0.0444,0.0403,0.815,0.0783,0.371,129.985,4.0,"tech house, bass house"
210,All The Girls,J. Worra/Shift K3Y,Bass House,..\data\audio_files\processed\210.mp3,0.643,0.885,9.0,-6.794,0.044,0.00173,0.538,0.321,0.53,129.009,4.0,"uk dance, house, tech house, bass house"
211,The Feels,jackLNDN,Nu Disco,..\data\audio_files\processed\211.mp3,0.821,0.488,1.0,-8.744,0.0402,0.111,0.0333,0.091,0.329,115.021,4.0,nu disco
212,Drums (Feat. Kim Petras),James Hype/Kim Petras,Deep Groove House,..\data\audio_files\processed\212.mp3,0.803,0.834,5.0,-5.491,0.0366,0.0162,0.00197,0.16,0.563,128.008,4.0,"alt z, pop dance, house, uk dance, deep groove house, transpop, pop"
213,Lose Control,James Hype,Deep Groove House,..\data\audio_files\processed\213.mp3,0.714,0.936,9.0,-3.693,0.0426,0.0338,0.0239,0.244,0.243,128.011,4.0,"house, pop dance, deep groove house, uk dance"
214,Number 1,James Hype/Major Lazer,Deep Groove House,..\data\audio_files\processed\214.mp3,0.707,0.969,9.0,-5.181,0.0882,0.129,0.876,0.0913,0.251,129.984,4.0,"dance pop, edm, pop dance, house, moombahton, uk dance, deep groove house, electro house, pop"
215,The Boy Is Mine,James Mac/Vall/Rosalie,Melodic House,..\data\audio_files\processed\215.mp3,0.741,0.879,1.0,-6.132,0.0425,0.0841,0.0433,0.126,0.362,123.004,4.0,melodic house
216,Fine Fine Baby (with Kah-Lo),Jamie Jones/Kah-Lo,Deep Disco House,..\data\audio_files\processed\216.mp3,0.601,0.887,5.0,-6.493,0.0396,0.000182,0.629,0.248,0.509,124.008,4.0,"uk tech house, minimal techno, house, deep house, deep disco house, nigerian pop"
217,Lose My Mind,Jamie Jones,Deep Disco House,..\data\audio_files\processed\217.mp3,0.646,0.898,10.0,-6.27,0.0358,0.00119,0.0406,0.189,0.62,124.002,4.0,"uk tech house, minimal techno, house, deep house, deep disco house"
218,Rinse,Jared Jackson,,..\data\audio_files\processed\218.mp3,0.815,0.66,6.0,-6.665,0.063,0.0767,0.509,0.233,0.583,122.023,4.0,
219,Forever,Jax Jones/RobbieG,Dance Pop,..\data\audio_files\processed\219.mp3,0.719,0.903,1.0,-4.021,0.0541,0.107,0.0,0.374,0.753,139.949,4.0,"dance pop, edm, pop dance, house, uk pop, uk dance"
220,Giving Me,Jazzy,Pop Dance,..\data\audio_files\processed\220.mp3,0.735,0.651,7.0,-9.25,0.112,0.329,0.000205,0.131,0.476,127.07,4.0,pop dance
221,NRG,Jazzy,Pop Dance,..\data\audio_files\processed\221.mp3,0.735,0.971,7.0,-4.501,0.144,0.305,0.0,0.0784,0.602,128.055,4.0,pop dance
222,Stardust,Jazzy,Pop Dance,..\data\audio_files\processed\222.mp3,0.754,0.812,11.0,-4.489,0.0372,0.0364,0.00188,0.221,0.779,140.0,4.0,pop dance
223,Bel Mercy,Jengi,Dutch Pop,..\data\audio_files\processed\223.mp3,0.945,0.759,1.0,-5.971,0.0865,0.231,0.651,0.0989,0.688,127.024,4.0,dutch pop
224,Take U,Jengi,Dutch Pop,..\data\audio_files\processed\224.mp3,0.678,0.943,5.0,-4.306,0.0419,0.0479,0.018,0.106,0.581,131.986,4.0,dutch pop
225,Vibration,Jenn Getz & Alfie,,..\data\audio_files\processed\225.mp3,0.802,0.742,11.0,-7.654,0.0537,0.00284,0.163,0.114,0.372,125.985,4.0,
226,Bad Bassline,Jenn Getz & Alfie/DJ Luck & MC Neat,,..\data\audio_files\processed\226.mp3,0.812,0.758,1.0,-8.759,0.117,0.0118,2.07e-05,0.305,0.343,127.968,4.0,"grime, uk garage"
227,Temptation (feat. Poppy Baskcomb),Jess Bays/Poppy Baskcomb,Uk Dance,..\data\audio_files\processed\227.mp3,0.744,0.703,3.0,-8.111,0.048,0.0195,0.00449,0.141,0.819,125.023,3.0,uk dance
228,Colourblind,Jess Bays/Hayley May,Uk Dance,..\data\audio_files\processed\228.mp3,0.742,0.835,8.0,-6.23,0.0385,0.033,0.00156,0.22,0.577,127.013,4.0,uk dance
229,Real Love,Jess Bays/Kelli-Leigh,Uk Dance,..\data\audio_files\processed\229.mp3,0.627,0.939,5.0,-3.556,0.102,0.00204,0.000687,0.324,0.577,126.968,4.0,"uk dance, uk pop"
230,Come My Way,JLV/Jawedsway/Jerry Island,Chill House,..\data\audio_files\processed\230.mp3,0.81,0.645,4.0,-5.672,0.0451,0.0987,0.0246,0.181,0.341,124.014,4.0,"chill house, pop edm"
231,Show Me (feat. Hannah Boleyn),John Summit/Hannah Boleyn,Edm,..\data\audio_files\processed\231.mp3,0.663,0.802,2.0,-5.126,0.0381,0.005,0.0419,0.617,0.307,125.989,4.0,"edm, pop dance, house, uk dance, tech house"
232,Where You Are - Gorgon City Remix,John Summit/Hayla/Gorgon City,Edm,..\data\audio_files\processed\232.mp3,0.613,0.878,4.0,-7.923,0.054,0.0334,0.302,0.1,0.108,130.041,4.0,"edm, pop dance, house, uk dance, future garage, tech house"
233,Legacy,John Summit/VLTRA (IT),Edm,..\data\audio_files\processed\233.mp3,0.719,0.841,11.0,-7.894,0.0467,0.000784,0.57,0.298,0.0448,128.037,4.0,"edm, pop dance, house, uk dance, tech house"
234,I Don't Speak French (Adieu),Jonas Aden/RebMoe,Dutch House,..\data\audio_files\processed\234.mp3,0.781,0.663,1.0,-4.435,0.0664,0.0506,0.0011,0.0693,0.653,125.947,4.0,"dutch house, pop edm"
235,JOY (Up The Street),Joy Anonymous,,..\data\audio_files\processed\235.mp3,0.76,0.669,8.0,-5.23,0.199,0.0528,0.00455,0.145,0.636,127.04,4.0,
236,4AM,JOYRYDE,Bass House,..\data\audio_files\processed\236.mp3,0.675,0.993,0.0,-1.887,0.106,0.00241,0.594,0.158,0.103,136.012,4.0,"electronic trap, edm, bass house, electro house, brostep"
237,ON FIRE,JOYRYDE,Bass House,..\data\audio_files\processed\237.mp3,0.784,0.91,1.0,-2.698,0.0823,0.00735,0.588,0.28,0.596,125.026,4.0,"electronic trap, edm, bass house, electro house, brostep"
238,i'm shy when i'm around you,Justin Jay,Bass House,..\data\audio_files\processed\238.mp3,,,,,,,,,,,,
239,I Feel It,Kaivon,Future Bass,..\data\audio_files\processed\239.mp3,0.689,0.351,4.0,-8.691,0.0632,0.32,0.864,0.348,0.162,75.006,4.0,"future bass, melodic dubstep"
240,All Fckd Up,Kapuzen,Tech House,..\data\audio_files\processed\240.mp3,0.719,0.923,6.0,-7.272,0.0407,0.00167,0.883,0.109,0.64,126.006,4.0,tech house
241,Jorts FTW,Kaskade/Too Many Zooz,Edm,..\data\audio_files\processed\241.mp3,0.728,0.971,1.0,-4.232,0.1,0.0029,0.869,0.0633,0.192,127.994,4.0,"edm, pop dance, brass band pop, brass band, vocal house, progressive house, electro house, progressive electro house"
242,Girl,KC Lights,Deep Groove House,..\data\audio_files\processed\242.mp3,0.628,0.917,8.0,-7.623,0.0428,8.43e-05,0.213,0.179,0.261,122.976,4.0,"house, uk dance, deep groove house, scottish electronic"
243,Better Times,KC Lights/Låpsley,Deep Groove House,..\data\audio_files\processed\243.mp3,0.567,0.865,2.0,-5.482,0.0674,0.0449,0.0026,0.414,0.509,126.996,4.0,"house, electropop, gauze pop, uk dance, deep groove house, scottish electronic"
244,You Are In My System - Faster Horses Sport Mix,Kerri Chandler/Dennis Quin/Troy Denari/Faster Horses,Deep House,..\data\audio_files\processed\244.mp3,0.577,0.964,10.0,-6.705,0.0689,0.00634,0.0753,0.106,0.892,139.935,4.0,"dutch tech house, garage house, deep groove house, deep house"
245,Work,Kevin McKay/Denise Belfon/Pupa Nas T,Tech House,..\data\audio_files\processed\245.mp3,0.854,0.945,6.0,-5.532,0.108,0.00156,0.0175,0.273,0.394,127.97,4.0,"chutney, soca, tech house"
246,Hideaway,Kiesza,Electropop,..\data\audio_files\processed\246.mp3,0.838,0.72,7.0,-4.135,0.0483,0.0862,0.00696,0.0772,0.203,122.993,4.0,"pop edm, electropop"
247,Red Lights (feat. Dotter) [Just A Gent Remix],Kill Paris/Dotter/Just A Gent,Chillstep,..\data\audio_files\processed\247.mp3,,,,,,,,,,,,
248,Love All Day feat. Leela D - Radio Edit,Kisch/Leela D,Deep Groove House,..\data\audio_files\processed\248.mp3,0.791,0.497,1.0,-8.284,0.0538,0.0639,0.0262,0.11,0.792,124.006,4.0,"uk dance, deep groove house"
