SongID,start_time,end_time,label,TrackName,Artists,Genre,FilePath,sp_danceability,sp_energy,sp_key,sp_loudness,sp_speechiness,sp_acousticness,sp_instrumentalness,sp_liveness,sp_valence,sp_tempo,sp_time_signature,sp_genre
70,45.7,61.0,chorus,Beggin',"Chris Lake, Aluna",Bass House,..\data\audio_files\processed\70.mp3,0.817,0.67,8.0,-6.315,0.0545,0.156,0.168,0.111,0.712,125.972,4.0,"dance pop, edm, bass house, melbourne bounce, house, pop dance, uk dance, progressive house, electro house, tech house"
70,61.0,91.4,other,Beggin',"Chris Lake, Aluna",Bass House,..\data\audio_files\processed\70.mp3,0.817,0.67,8.0,-6.315,0.0545,0.156,0.168,0.111,0.712,125.972,4.0,"dance pop, edm, bass house, melbourne bounce, house, pop dance, uk dance, progressive house, electro house, tech house"
70,91.4,106.7,chorus,Beggin',"Chris Lake, Aluna",Bass House,..\data\audio_files\processed\70.mp3,0.817,0.67,8.0,-6.315,0.0545,0.156,0.168,0.111,0.712,125.972,4.0,"dance pop, edm, bass house, melbourne bounce, house, pop dance, uk dance, progressive house, electro house, tech house"
70,106.7,137.2,other,Beggin',"Chris Lake, Aluna",Bass House,..\data\audio_files\processed\70.mp3,0.817,0.67,8.0,-6.315,0.0545,0.156,0.168,0.111,0.712,125.972,4.0,"dance pop, edm, bass house, melbourne bounce, house, pop dance, uk dance, progressive house, electro house, tech house"
70,137.2,167.6,chorus,Beggin',"Chris Lake, Aluna",Bass House,..\data\audio_files\processed\70.mp3,0.817,0.67,8.0,-6.315,0.0545,0.156,0.168,0.111,0.712,125.972,4.0,"dance pop, edm, bass house, melbourne bounce, house, pop dance, uk dance, progressive house, electro house, tech house"
70,167.6,183.39700680272108,other,Beggin',"Chris Lake, Aluna",Bass House,..\data\audio_files\processed\70.mp3,0.817,0.67,8.0,-6.315,0.0545,0.156,0.168,0.111,0.712,125.972,4.0,"dance pop, edm, bass house, melbourne bounce, house, pop dance, uk dance, progressive house, electro house, tech house"
71,0.0,62.0,other,More Baby - VIP Mix,"Chris Lake, Aluna",Bass House,..\data\audio_files\processed\71.mp3,0.81,0.883,6.0,-5.795,0.117,0.00578,0.554,0.108,0.344,125.99,4.0,"dance pop, edm, bass house, melbourne bounce, house, pop dance, uk dance, progressive house, electro house, tech house"
71,62.0,92.5,chorus,More Baby - VIP Mix,"Chris Lake, Aluna",Bass House,..\data\audio_files\processed\71.mp3,0.81,0.883,6.0,-5.795,0.117,0.00578,0.554,0.108,0.344,125.99,4.0,"dance pop, edm, bass house, melbourne bounce, house, pop dance, uk dance, progressive house, electro house, tech house"
71,92.5,218.7,other,More Baby - VIP Mix,"Chris Lake, Aluna",Bass House,..\data\audio_files\processed\71.mp3,0.81,0.883,6.0,-5.795,0.117,0.00578,0.554,0.108,0.344,125.99,4.0,"dance pop, edm, bass house, melbourne bounce, house, pop dance, uk dance, progressive house, electro house, tech house"
71,218.7,248.7,chorus,More Baby - VIP Mix,"Chris Lake, Aluna",Bass House,..\data\audio_files\processed\71.mp3,0.81,0.883,6.0,-5.795,0.117,0.00578,0.554,0.108,0.344,125.99,4.0,"dance pop, edm, bass house, melbourne bounce, house, pop dance, uk dance, progressive house, electro house, tech house"
71,248.7,264.9960090702948,other,More Baby - VIP Mix,"Chris Lake, Aluna",Bass House,..\data\audio_files\processed\71.mp3,0.81,0.883,6.0,-5.795,0.117,0.00578,0.554,0.108,0.344,125.99,4.0,"dance pop, edm, bass house, melbourne bounce, house, pop dance, uk dance, progressive house, electro house, tech house"
72,0.0,53.4,other,More Baby,"Chris Lake, Aluna",Bass House,..\data\audio_files\processed\72.mp3,0.75,0.87,11.0,-7.109,0.055,0.00166,0.607,0.11,0.966,125.996,4.0,"dance pop, edm, bass house, melbourne bounce, house, pop dance, uk dance, progressive house, electro house, tech house"
72,53.4,83.8,chorus,More Baby,"Chris Lake, Aluna",Bass House,..\data\audio_files\processed\72.mp3,0.75,0.87,11.0,-7.109,0.055,0.00166,0.607,0.11,0.966,125.996,4.0,"dance pop, edm, bass house, melbourne bounce, house, pop dance, uk dance, progressive house, electro house, tech house"
72,83.8,129.6,other,More Baby,"Chris Lake, Aluna",Bass House,..\data\audio_files\processed\72.mp3,0.75,0.87,11.0,-7.109,0.055,0.00166,0.607,0.11,0.966,125.996,4.0,"dance pop, edm, bass house, melbourne bounce, house, pop dance, uk dance, progressive house, electro house, tech house"
72,129.6,160.0,chorus,More Baby,"Chris Lake, Aluna",Bass House,..\data\audio_files\processed\72.mp3,0.75,0.87,11.0,-7.109,0.055,0.00166,0.607,0.11,0.966,125.996,4.0,"dance pop, edm, bass house, melbourne bounce, house, pop dance, uk dance, progressive house, electro house, tech house"
72,160.0,175.8560090702948,other,More Baby,"Chris Lake, Aluna",Bass House,..\data\audio_files\processed\72.mp3,0.75,0.87,11.0,-7.109,0.055,0.00166,0.607,0.11,0.966,125.996,4.0,"dance pop, edm, bass house, melbourne bounce, house, pop dance, uk dance, progressive house, electro house, tech house"
73,0.0,62.0,other,Y.O.D.O,"Chris Lake, Destructo",Bass House,..\data\audio_files\processed\73.mp3,0.81,0.66,9.0,-7.633,0.0616,0.000274,0.896,0.0701,0.678,124.023,4.0,"edm, bass house, melbourne bounce, house, pop dance, progressive house, electro house, tech house"
73,62.0,92.9,chorus,Y.O.D.O,"Chris Lake, Destructo",Bass House,..\data\audio_files\processed\73.mp3,0.81,0.66,9.0,-7.633,0.0616,0.000274,0.896,0.0701,0.678,124.023,4.0,"edm, bass house, melbourne bounce, house, pop dance, progressive house, electro house, tech house"
73,92.9,185.8,other,Y.O.D.O,"Chris Lake, Destructo",Bass House,..\data\audio_files\processed\73.mp3,0.81,0.66,9.0,-7.633,0.0616,0.000274,0.896,0.0701,0.678,124.023,4.0,"edm, bass house, melbourne bounce, house, pop dance, progressive house, electro house, tech house"
73,185.8,216.8,chorus,Y.O.D.O,"Chris Lake, Destructo",Bass House,..\data\audio_files\processed\73.mp3,0.81,0.66,9.0,-7.633,0.0616,0.000274,0.896,0.0701,0.678,124.023,4.0,"edm, bass house, melbourne bounce, house, pop dance, progressive house, electro house, tech house"
73,216.8,263.26303854875283,other,Y.O.D.O,"Chris Lake, Destructo",Bass House,..\data\audio_files\processed\73.mp3,0.81,0.66,9.0,-7.633,0.0616,0.000274,0.896,0.0701,0.678,124.023,4.0,"edm, bass house, melbourne bounce, house, pop dance, progressive house, electro house, tech house"
75,0.0,60.0,other,Pump,Chris Lorenzo,Bass House,..\data\audio_files\processed\75.mp3,0.604,0.987,9.0,-5.666,0.0496,0.0229,0.717,0.574,0.549,127.982,4.0,"house, tech house, bass house"
75,60.0,90.0,chorus,Pump,Chris Lorenzo,Bass House,..\data\audio_files\processed\75.mp3,0.604,0.987,9.0,-5.666,0.0496,0.0229,0.717,0.574,0.549,127.982,4.0,"house, tech house, bass house"
75,90.0,120.0,other,Pump,Chris Lorenzo,Bass House,..\data\audio_files\processed\75.mp3,0.604,0.987,9.0,-5.666,0.0496,0.0229,0.717,0.574,0.549,127.982,4.0,"house, tech house, bass house"
75,120.0,150.0,chorus,Pump,Chris Lorenzo,Bass House,..\data\audio_files\processed\75.mp3,0.604,0.987,9.0,-5.666,0.0496,0.0229,0.717,0.574,0.549,127.982,4.0,"house, tech house, bass house"
75,150.0,195.0,other,Pump,Chris Lorenzo,Bass House,..\data\audio_files\processed\75.mp3,0.604,0.987,9.0,-5.666,0.0496,0.0229,0.717,0.574,0.549,127.982,4.0,"house, tech house, bass house"
75,195.0,221.3,chorus,Pump,Chris Lorenzo,Bass House,..\data\audio_files\processed\75.mp3,0.604,0.987,9.0,-5.666,0.0496,0.0229,0.717,0.574,0.549,127.982,4.0,"house, tech house, bass house"
75,221.3,225.48902494331065,other,Pump,Chris Lorenzo,Bass House,..\data\audio_files\processed\75.mp3,0.604,0.987,9.0,-5.666,0.0496,0.0229,0.717,0.574,0.549,127.982,4.0,"house, tech house, bass house"
76,0.0,69.1,other,Bongos,"Chris Lorenzo, Crazy Cousinz, Calista Kazuko",Bass House,..\data\audio_files\processed\76.mp3,0.755,0.889,11.0,-7.629,0.0551,0.0716,0.491,0.0913,0.359,125.043,4.0,"house, uk funky, tech house, bass house"
76,69.1,96.0,chorus,Bongos,"Chris Lorenzo, Crazy Cousinz, Calista Kazuko",Bass House,..\data\audio_files\processed\76.mp3,0.755,0.889,11.0,-7.629,0.0551,0.0716,0.491,0.0913,0.359,125.043,4.0,"house, uk funky, tech house, bass house"
76,96.0,130.5,other,Bongos,"Chris Lorenzo, Crazy Cousinz, Calista Kazuko",Bass House,..\data\audio_files\processed\76.mp3,0.755,0.889,11.0,-7.629,0.0551,0.0716,0.491,0.0913,0.359,125.043,4.0,"house, uk funky, tech house, bass house"
76,130.5,161.3,chorus,Bongos,"Chris Lorenzo, Crazy Cousinz, Calista Kazuko",Bass House,..\data\audio_files\processed\76.mp3,0.755,0.889,11.0,-7.629,0.0551,0.0716,0.491,0.0913,0.359,125.043,4.0,"house, uk funky, tech house, bass house"
76,161.3,222.7,other,Bongos,"Chris Lorenzo, Crazy Cousinz, Calista Kazuko",Bass House,..\data\audio_files\processed\76.mp3,0.755,0.889,11.0,-7.629,0.0551,0.0716,0.491,0.0913,0.359,125.043,4.0,"house, uk funky, tech house, bass house"
76,222.7,253.4,chorus,Bongos,"Chris Lorenzo, Crazy Cousinz, Calista Kazuko",Bass House,..\data\audio_files\processed\76.mp3,0.755,0.889,11.0,-7.629,0.0551,0.0716,0.491,0.0913,0.359,125.043,4.0,"house, uk funky, tech house, bass house"
76,253.4,269.16,other,Bongos,"Chris Lorenzo, Crazy Cousinz, Calista Kazuko",Bass House,..\data\audio_files\processed\76.mp3,0.755,0.889,11.0,-7.629,0.0551,0.0716,0.491,0.0913,0.359,125.043,4.0,"house, uk funky, tech house, bass house"
78,0.0,60.9,other,Words With You - Tchami Remix,"Chromeo, Tchami",Alternative Dance,..\data\audio_files\processed\78.mp3,0.805,0.785,5.0,-5.964,0.0479,0.00114,0.36,0.0558,0.807,126.026,4.0,"alternative dance, filter house, edm, new rave, neo-synthpop, nu disco, future house, house, pop dance, deep groove house, progressive house, electro house, indietronica, dance rock"
78,60.9,91.4,chorus,Words With You - Tchami Remix,"Chromeo, Tchami",Alternative Dance,..\data\audio_files\processed\78.mp3,0.805,0.785,5.0,-5.964,0.0479,0.00114,0.36,0.0558,0.807,126.026,4.0,"alternative dance, filter house, edm, new rave, neo-synthpop, nu disco, future house, house, pop dance, deep groove house, progressive house, electro house, indietronica, dance rock"
78,91.4,106.7,other,Words With You - Tchami Remix,"Chromeo, Tchami",Alternative Dance,..\data\audio_files\processed\78.mp3,0.805,0.785,5.0,-5.964,0.0479,0.00114,0.36,0.0558,0.807,126.026,4.0,"alternative dance, filter house, edm, new rave, neo-synthpop, nu disco, future house, house, pop dance, deep groove house, progressive house, electro house, indietronica, dance rock"
78,106.7,137.1,chorus,Words With You - Tchami Remix,"Chromeo, Tchami",Alternative Dance,..\data\audio_files\processed\78.mp3,0.805,0.785,5.0,-5.964,0.0479,0.00114,0.36,0.0558,0.807,126.026,4.0,"alternative dance, filter house, edm, new rave, neo-synthpop, nu disco, future house, house, pop dance, deep groove house, progressive house, electro house, indietronica, dance rock"
78,137.1,198.1,other,Words With You - Tchami Remix,"Chromeo, Tchami",Alternative Dance,..\data\audio_files\processed\78.mp3,0.805,0.785,5.0,-5.964,0.0479,0.00114,0.36,0.0558,0.807,126.026,4.0,"alternative dance, filter house, edm, new rave, neo-synthpop, nu disco, future house, house, pop dance, deep groove house, progressive house, electro house, indietronica, dance rock"
78,198.1,228.6,chorus,Words With You - Tchami Remix,"Chromeo, Tchami",Alternative Dance,..\data\audio_files\processed\78.mp3,0.805,0.785,5.0,-5.964,0.0479,0.00114,0.36,0.0558,0.807,126.026,4.0,"alternative dance, filter house, edm, new rave, neo-synthpop, nu disco, future house, house, pop dance, deep groove house, progressive house, electro house, indietronica, dance rock"
78,228.6,289.5240362811791,other,Words With You - Tchami Remix,"Chromeo, Tchami",Alternative Dance,..\data\audio_files\processed\78.mp3,0.805,0.785,5.0,-5.964,0.0479,0.00114,0.36,0.0558,0.807,126.026,4.0,"alternative dance, filter house, edm, new rave, neo-synthpop, nu disco, future house, house, pop dance, deep groove house, progressive house, electro house, indietronica, dance rock"
79,0.0,11.8,other,The Big Easy,Claptone,German House,..\data\audio_files\processed\79.mp3,0.776,0.913,5.0,-4.759,0.0349,0.00223,0.767,0.348,0.512,124.998,4.0,"german techno, german house, progressive house"
79,11.8,57.8,chorus,The Big Easy,Claptone,German House,..\data\audio_files\processed\79.mp3,0.776,0.913,5.0,-4.759,0.0349,0.00223,0.767,0.348,0.512,124.998,4.0,"german techno, german house, progressive house"
79,57.8,103.9,other,The Big Easy,Claptone,German House,..\data\audio_files\processed\79.mp3,0.776,0.913,5.0,-4.759,0.0349,0.00223,0.767,0.348,0.512,124.998,4.0,"german techno, german house, progressive house"
79,103.9,176.9,chorus,The Big Easy,Claptone,German House,..\data\audio_files\processed\79.mp3,0.776,0.913,5.0,-4.759,0.0349,0.00223,0.767,0.348,0.512,124.998,4.0,"german techno, german house, progressive house"
79,176.9,180.88403628117914,other,The Big Easy,Claptone,German House,..\data\audio_files\processed\79.mp3,0.776,0.913,5.0,-4.759,0.0349,0.00223,0.767,0.348,0.512,124.998,4.0,"german techno, german house, progressive house"
82,0.0,92.2,other,So Damn Funky,Codes,Bass House,..\data\audio_files\processed\82.mp3,0.789,0.884,0.0,-7.251,0.0454,0.00033,0.904,0.0352,0.628,125.003,4.0,bass house
82,92.2,138.3,chorus,So Damn Funky,Codes,Bass House,..\data\audio_files\processed\82.mp3,0.789,0.884,0.0,-7.251,0.0454,0.00033,0.904,0.0352,0.628,125.003,4.0,bass house
82,138.3,176.7,other,So Damn Funky,Codes,Bass House,..\data\audio_files\processed\82.mp3,0.789,0.884,0.0,-7.251,0.0454,0.00033,0.904,0.0352,0.628,125.003,4.0,bass house
82,176.7,230.4,chorus,So Damn Funky,Codes,Bass House,..\data\audio_files\processed\82.mp3,0.789,0.884,0.0,-7.251,0.0454,0.00033,0.904,0.0352,0.628,125.003,4.0,bass house
82,230.4,262.67102040816326,other,So Damn Funky,Codes,Bass House,..\data\audio_files\processed\82.mp3,0.789,0.884,0.0,-7.251,0.0454,0.00033,0.904,0.0352,0.628,125.003,4.0,bass house
83,0.0,8.1,other,jd sports,counsel pop,,..\data\audio_files\processed\83.mp3,0.727,0.985,11.0,-3.981,0.148,0.159,0.504,0.323,0.518,126.021,4.0,
83,8.1,53.8,chorus,jd sports,counsel pop,,..\data\audio_files\processed\83.mp3,0.727,0.985,11.0,-3.981,0.148,0.159,0.504,0.323,0.518,126.021,4.0,
83,53.8,69.0,other,jd sports,counsel pop,,..\data\audio_files\processed\83.mp3,0.727,0.985,11.0,-3.981,0.148,0.159,0.504,0.323,0.518,126.021,4.0,
83,69.0,99.5,chorus,jd sports,counsel pop,,..\data\audio_files\processed\83.mp3,0.727,0.985,11.0,-3.981,0.148,0.159,0.504,0.323,0.518,126.021,4.0,
83,99.5,190.9,other,jd sports,counsel pop,,..\data\audio_files\processed\83.mp3,0.727,0.985,11.0,-3.981,0.148,0.159,0.504,0.323,0.518,126.021,4.0,
83,190.9,221.4,chorus,jd sports,counsel pop,,..\data\audio_files\processed\83.mp3,0.727,0.985,11.0,-3.981,0.148,0.159,0.504,0.323,0.518,126.021,4.0,
83,221.4,250.52503401360545,other,jd sports,counsel pop,,..\data\audio_files\processed\83.mp3,0.727,0.985,11.0,-3.981,0.148,0.159,0.504,0.323,0.518,126.021,4.0,
86,0.0,62.0,other,Seeing Is Believing,Curbi,Dutch House,..\data\audio_files\processed\86.mp3,0.703,0.833,10.0,-4.509,0.0451,0.127,0.00194,0.157,0.187,127.945,4.0,"dutch house, future house, edm, pop dance, progressive electro house, electro house"
86,62.0,92.0,chorus,Seeing Is Believing,Curbi,Dutch House,..\data\audio_files\processed\86.mp3,0.703,0.833,10.0,-4.509,0.0451,0.127,0.00194,0.157,0.187,127.945,4.0,"dutch house, future house, edm, pop dance, progressive electro house, electro house"
86,92.0,167.0,other,Seeing Is Believing,Curbi,Dutch House,..\data\audio_files\processed\86.mp3,0.703,0.833,10.0,-4.509,0.0451,0.127,0.00194,0.157,0.187,127.945,4.0,"dutch house, future house, edm, pop dance, progressive electro house, electro house"
86,167.0,195.3,chorus,Seeing Is Believing,Curbi,Dutch House,..\data\audio_files\processed\86.mp3,0.703,0.833,10.0,-4.509,0.0451,0.127,0.00194,0.157,0.187,127.945,4.0,"dutch house, future house, edm, pop dance, progressive electro house, electro house"
86,195.3,197.66303854875284,other,Seeing Is Believing,Curbi,Dutch House,..\data\audio_files\processed\86.mp3,0.703,0.833,10.0,-4.509,0.0451,0.127,0.00194,0.157,0.187,127.945,4.0,"dutch house, future house, edm, pop dance, progressive electro house, electro house"
88,0.0,45.2,other,Little Perk,Dale Howard,Tech House,..\data\audio_files\processed\88.mp3,0.713,0.867,4.0,-9.162,0.0795,0.00283,0.674,0.104,0.382,127.992,4.0,"uk tech house, tech house"
88,45.2,73.4,chorus,Little Perk,Dale Howard,Tech House,..\data\audio_files\processed\88.mp3,0.713,0.867,4.0,-9.162,0.0795,0.00283,0.674,0.104,0.382,127.992,4.0,"uk tech house, tech house"
88,73.4,120.2,other,Little Perk,Dale Howard,Tech House,..\data\audio_files\processed\88.mp3,0.713,0.867,4.0,-9.162,0.0795,0.00283,0.674,0.104,0.382,127.992,4.0,"uk tech house, tech house"
88,120.2,148.4,chorus,Little Perk,Dale Howard,Tech House,..\data\audio_files\processed\88.mp3,0.713,0.867,4.0,-9.162,0.0795,0.00283,0.674,0.104,0.382,127.992,4.0,"uk tech house, tech house"
88,148.4,180.27501133786848,other,Little Perk,Dale Howard,Tech House,..\data\audio_files\processed\88.mp3,0.713,0.867,4.0,-9.162,0.0795,0.00283,0.674,0.104,0.382,127.992,4.0,"uk tech house, tech house"
89,0.0,61.4,other,Wingz,Damien N-Drix,,..\data\audio_files\processed\89.mp3,0.932,0.909,0.0,-2.494,0.0838,0.0349,0.282,0.0445,0.21,124.977,4.0,
89,61.4,92.1,chorus,Wingz,Damien N-Drix,,..\data\audio_files\processed\89.mp3,0.932,0.909,0.0,-2.494,0.0838,0.0349,0.282,0.0445,0.21,124.977,4.0,
89,92.1,140.2,other,Wingz,Damien N-Drix,,..\data\audio_files\processed\89.mp3,0.932,0.909,0.0,-2.494,0.0838,0.0349,0.282,0.0445,0.21,124.977,4.0,
89,140.2,170.9,chorus,Wingz,Damien N-Drix,,..\data\audio_files\processed\89.mp3,0.932,0.909,0.0,-2.494,0.0838,0.0349,0.282,0.0445,0.21,124.977,4.0,
89,170.9,203.53002267573697,other,Wingz,Damien N-Drix,,..\data\audio_files\processed\89.mp3,0.932,0.909,0.0,-2.494,0.0838,0.0349,0.282,0.0445,0.21,124.977,4.0,
90,0.0,36.5,other,Not Available,"Damien N-Drix, jeonghyeon",,..\data\audio_files\processed\90.mp3,0.844,0.835,11.0,-3.637,0.0762,0.0679,0.41,0.0836,0.807,126.008,4.0,"future bounce, korean electronic"
90,36.5,66.9,chorus,Not Available,"Damien N-Drix, jeonghyeon",,..\data\audio_files\processed\90.mp3,0.844,0.835,11.0,-3.637,0.0762,0.0679,0.41,0.0836,0.807,126.008,4.0,"future bounce, korean electronic"
90,66.9,127.9,other,Not Available,"Damien N-Drix, jeonghyeon",,..\data\audio_files\processed\90.mp3,0.844,0.835,11.0,-3.637,0.0762,0.0679,0.41,0.0836,0.807,126.008,4.0,"future bounce, korean electronic"
90,127.9,158.4,chorus,Not Available,"Damien N-Drix, jeonghyeon",,..\data\audio_files\processed\90.mp3,0.844,0.835,11.0,-3.637,0.0762,0.0679,0.41,0.0836,0.807,126.008,4.0,"future bounce, korean electronic"
90,158.4,174.54902494331066,other,Not Available,"Damien N-Drix, jeonghyeon",,..\data\audio_files\processed\90.mp3,0.844,0.835,11.0,-3.637,0.0762,0.0679,0.41,0.0836,0.807,126.008,4.0,"future bounce, korean electronic"
91,0.0,32.4,other,"Calabria (feat. Fallen Roses, Lujavo & Lunis) - Shift K3Y Edit","Dance Fruits Music, DMNDS, Fallen Roses, Lunis, Shift K3Y, Lujavo",Lo-Fi Product,..\data\audio_files\processed\91.mp3,0.701,0.968,8.0,-5.13,0.0513,0.0812,0.000385,0.0833,0.599,125.984,4.0,"lo-fi product, covertronica, house, mexican edm, uk dance, lo-fi latino"
91,32.4,62.8,chorus,"Calabria (feat. Fallen Roses, Lujavo & Lunis) - Shift K3Y Edit","Dance Fruits Music, DMNDS, Fallen Roses, Lunis, Shift K3Y, Lujavo",Lo-Fi Product,..\data\audio_files\processed\91.mp3,0.701,0.968,8.0,-5.13,0.0513,0.0812,0.000385,0.0833,0.599,125.984,4.0,"lo-fi product, covertronica, house, mexican edm, uk dance, lo-fi latino"
91,62.8,108.6,other,"Calabria (feat. Fallen Roses, Lujavo & Lunis) - Shift K3Y Edit","Dance Fruits Music, DMNDS, Fallen Roses, Lunis, Shift K3Y, Lujavo",Lo-Fi Product,..\data\audio_files\processed\91.mp3,0.701,0.968,8.0,-5.13,0.0513,0.0812,0.000385,0.0833,0.599,125.984,4.0,"lo-fi product, covertronica, house, mexican edm, uk dance, lo-fi latino"
91,108.6,154.3,chorus,"Calabria (feat. Fallen Roses, Lujavo & Lunis) - Shift K3Y Edit","Dance Fruits Music, DMNDS, Fallen Roses, Lunis, Shift K3Y, Lujavo",Lo-Fi Product,..\data\audio_files\processed\91.mp3,0.701,0.968,8.0,-5.13,0.0513,0.0812,0.000385,0.0833,0.599,125.984,4.0,"lo-fi product, covertronica, house, mexican edm, uk dance, lo-fi latino"
92,0.0,37.3,other,Chase The Sun - VIP,DANNY AVILA,,..\data\audio_files\processed\92.mp3,0.57,0.982,9.0,-4.1,0.0435,0.000783,0.0285,0.381,0.0742,131.99,4.0,
92,37.3,95.5,chorus,Chase The Sun - VIP,DANNY AVILA,,..\data\audio_files\processed\92.mp3,0.57,0.982,9.0,-4.1,0.0435,0.000783,0.0285,0.381,0.0742,131.99,4.0,
92,95.5,179.1,other,Chase The Sun - VIP,DANNY AVILA,,..\data\audio_files\processed\92.mp3,0.57,0.982,9.0,-4.1,0.0435,0.000783,0.0285,0.381,0.0742,131.99,4.0,
92,179.1,222.7,chorus,Chase The Sun - VIP,DANNY AVILA,,..\data\audio_files\processed\92.mp3,0.57,0.982,9.0,-4.1,0.0435,0.000783,0.0285,0.381,0.0742,131.99,4.0,
92,222.7,241.8380045351474,other,Chase The Sun - VIP,DANNY AVILA,,..\data\audio_files\processed\92.mp3,0.57,0.982,9.0,-4.1,0.0435,0.000783,0.0285,0.381,0.0742,131.99,4.0,
93,0.0,34.7,other,Alegria,Dave Winnel,,..\data\audio_files\processed\93.mp3,0.781,0.93,7.0,-5.661,0.0706,0.0341,0.545,0.182,0.161,128.013,4.0,
93,34.7,64.8,chorus,Alegria,Dave Winnel,,..\data\audio_files\processed\93.mp3,0.781,0.93,7.0,-5.661,0.0706,0.0341,0.545,0.182,0.161,128.013,4.0,
93,64.8,105.9,other,Alegria,Dave Winnel,,..\data\audio_files\processed\93.mp3,0.781,0.93,7.0,-5.661,0.0706,0.0341,0.545,0.182,0.161,128.013,4.0,
93,105.9,151.0,chorus,Alegria,Dave Winnel,,..\data\audio_files\processed\93.mp3,0.781,0.93,7.0,-5.661,0.0706,0.0341,0.545,0.182,0.161,128.013,4.0,
93,151.0,151.87501133786847,other,Alegria,Dave Winnel,,..\data\audio_files\processed\93.mp3,0.781,0.93,7.0,-5.661,0.0706,0.0341,0.545,0.182,0.161,128.013,4.0,
95,0.0,77.3,other,imaginary friends (ov) - Morgan Page Remix,"deadmau5, Morgan Page",Canadian Electronic,..\data\audio_files\processed\95.mp3,0.758,0.847,2.0,-7.394,0.0687,0.149,0.906,0.203,0.227,128.086,3.0,"edm, complextro, pop dance, progressive house, electro house, canadian electronic"
95,77.3,107.3,chorus,imaginary friends (ov) - Morgan Page Remix,"deadmau5, Morgan Page",Canadian Electronic,..\data\audio_files\processed\95.mp3,0.758,0.847,2.0,-7.394,0.0687,0.149,0.906,0.203,0.227,128.086,3.0,"edm, complextro, pop dance, progressive house, electro house, canadian electronic"
95,107.3,137.3,other,imaginary friends (ov) - Morgan Page Remix,"deadmau5, Morgan Page",Canadian Electronic,..\data\audio_files\processed\95.mp3,0.758,0.847,2.0,-7.394,0.0687,0.149,0.906,0.203,0.227,128.086,3.0,"edm, complextro, pop dance, progressive house, electro house, canadian electronic"
95,137.3,167.3,chorus,imaginary friends (ov) - Morgan Page Remix,"deadmau5, Morgan Page",Canadian Electronic,..\data\audio_files\processed\95.mp3,0.758,0.847,2.0,-7.394,0.0687,0.149,0.906,0.203,0.227,128.086,3.0,"edm, complextro, pop dance, progressive house, electro house, canadian electronic"
95,167.3,184.29102040816326,other,imaginary friends (ov) - Morgan Page Remix,"deadmau5, Morgan Page",Canadian Electronic,..\data\audio_files\processed\95.mp3,0.758,0.847,2.0,-7.394,0.0687,0.149,0.906,0.203,0.227,128.086,3.0,"edm, complextro, pop dance, progressive house, electro house, canadian electronic"
98,0.0,71.3,other,Up N' Down (feat. JmNPR),"Deeper Purpose, BRN, JmNPR",Tech House,..\data\audio_files\processed\98.mp3,0.806,0.873,7.0,-6.57,0.0605,0.0259,0.492,0.0964,0.837,128.007,4.0,"uk tech house, tech house"
98,71.3,101.3,chorus,Up N' Down (feat. JmNPR),"Deeper Purpose, BRN, JmNPR",Tech House,..\data\audio_files\processed\98.mp3,0.806,0.873,7.0,-6.57,0.0605,0.0259,0.492,0.0964,0.837,128.007,4.0,"uk tech house, tech house"
98,101.3,176.3,other,Up N' Down (feat. JmNPR),"Deeper Purpose, BRN, JmNPR",Tech House,..\data\audio_files\processed\98.mp3,0.806,0.873,7.0,-6.57,0.0605,0.0259,0.492,0.0964,0.837,128.007,4.0,"uk tech house, tech house"
98,176.3,206.2,chorus,Up N' Down (feat. JmNPR),"Deeper Purpose, BRN, JmNPR",Tech House,..\data\audio_files\processed\98.mp3,0.806,0.873,7.0,-6.57,0.0605,0.0259,0.492,0.0964,0.837,128.007,4.0,"uk tech house, tech house"
98,206.2,206.74503401360545,other,Up N' Down (feat. JmNPR),"Deeper Purpose, BRN, JmNPR",Tech House,..\data\audio_files\processed\98.mp3,0.806,0.873,7.0,-6.57,0.0605,0.0259,0.492,0.0964,0.837,128.007,4.0,"uk tech house, tech house"
99,0.0,30.5,other,Heart Isn't Home - Volac Remix,"Denis First, VOLAC",Russian Edm,..\data\audio_files\processed\99.mp3,0.768,0.861,1.0,-7.145,0.124,0.0039,0.00302,0.276,0.543,126.009,4.0,"russian edm, tech house, brazilian edm, bass house"
99,30.5,59.0,chorus,Heart Isn't Home - Volac Remix,"Denis First, VOLAC",Russian Edm,..\data\audio_files\processed\99.mp3,0.768,0.861,1.0,-7.145,0.124,0.0039,0.00302,0.276,0.543,126.009,4.0,"russian edm, tech house, brazilian edm, bass house"
99,59.0,76.2,other,Heart Isn't Home - Volac Remix,"Denis First, VOLAC",Russian Edm,..\data\audio_files\processed\99.mp3,0.768,0.861,1.0,-7.145,0.124,0.0039,0.00302,0.276,0.543,126.009,4.0,"russian edm, tech house, brazilian edm, bass house"
99,76.2,104.8,chorus,Heart Isn't Home - Volac Remix,"Denis First, VOLAC",Russian Edm,..\data\audio_files\processed\99.mp3,0.768,0.861,1.0,-7.145,0.124,0.0039,0.00302,0.276,0.543,126.009,4.0,"russian edm, tech house, brazilian edm, bass house"
