sp_danceability,sp_energy,sp_key,sp_loudness,sp_mode,sp_speechiness,sp_acousticness,sp_instrumentalness,sp_liveness,sp_valence,sp_tempo,sp_time_signature,track_id,artist_ids,genre_list,track_name,artist_names,filename,duration,ks_key,key_corr,camelot_key,overall_tempo,tempo_time_1,tempo_time_2,tempo_time_3,chroma_time_1,chroma_time_2,chroma_time_3,combined_segments,tempo_seg_0,chroma_seg_0,tempo_seg_1,chroma_seg_1,tempo_seg_2,chroma_seg_2,tempo_seg_3,chroma_seg_3
0.67,0.835,8,-5.341,1,0.051,0.00359,0.0514,0.0407,0.506,129.018,4,5VyFOIwT1wcfllfyx5TaGM,"['5R3Hr2cnCCjt220Jmt2xLf', '02kJSzxNuaWGqwubyUba0Z', '5jm3x1qIibWdKSEMw2G011']","['progressive electro house', 'indie pop rap', 'dutch edm', 'rap', 'bass house', 'brostep', 'slap house', 'moombahton', 'edm', 'oakland hip hop', 'pop dance', 'pop rap', 'electro house', 'electronic trap']",Say Less - Dillon Francis & Moksi Remix,"Dillon Francis, G-Eazy, Moksi","Dillon Francis, G-Eazy - Say Less - Dillon Francis & Moksi Remix.mp3",212.086,A major,0.5103337892104758,11B,127.8409090909091,28.032,108.288,152.23466666666667,27.98933333333333,141.504,153.19466666666668,"['0', '28.032t', '108.288t', '141.504c', '152.235tc', '212.086']","(0, 28.032)","(0, 27.98933333333333)","(28.032, 108.288)","(27.98933333333333, 141.504)","(108.288, 152.23466666666667)","(141.504, 153.19466666666668)","(152.23466666666667, 212.086)","(153.19466666666668, 212.086)"
0.788,0.621,9,-7.768,1,0.0526,0.00117,0.895,0.0751,0.183,126.001,4,3GQJpl9PeV5RgAJ1OCzrQj,['1M1DknkrhbuC17RUTHcOXC'],[],Wormhole,Dillon Marinez,Dillon Marinez - Wormhole.mp3,336.665,A# minor,0.2582187681688051,3A,125.0,62.144,91.34933333333332,304.87466666666666,46.02666666666666,91.456,304.9066666666667,"['0', '46.027c', '62.144t', '91.349tc', '304.875tc', '336.665']","(0, 62.144)","(0, 46.02666666666666)","(62.144, 91.34933333333332)","(46.02666666666666, 91.456)","(91.34933333333332, 304.87466666666666)","(91.456, 304.9066666666667)","(304.87466666666666, 336.665)","(304.9066666666667, 336.665)"
0.761,0.786,11,-9.311,1,0.0613,0.000151,0.703,0.211,0.796,126.985,4,6tcAIvGYzQP9dVb28BjANR,['0Ut5FcDeEgaM9PM3LvnH6j'],"['tech house', 'bass house']",Feel Alright,Dillon Nathaniel,Dillon Nathaniel - Feel Alright.mp3,212.139,G# minor,0.3561990060849805,1A,127.8409090909091,32.394666666666666,125.14133333333334,153.408,31.658666666666665,121.03466666666668,136.1173333333333,"['0', '32.395t', '125.141t', '136.117c', '153.408t', '212.139']","(0, 32.394666666666666)","(0, 31.658666666666665)","(32.394666666666666, 125.14133333333334)","(31.658666666666665, 121.03466666666668)","(125.14133333333334, 153.408)","(121.03466666666668, 136.1173333333333)","(153.408, 212.139)","(136.1173333333333, 212.139)"
0.735,0.883,1,-5.916,1,0.0718,0.0036,0.817,0.298,0.202,126.006,4,4JPUcOtfX6TL3vJk9CtAwN,['0Ut5FcDeEgaM9PM3LvnH6j'],"['tech house', 'bass house']",Obsessions,Dillon Nathaniel,Dillon Nathaniel - Obsessions.mp3,251.328,G minor,0.4319412683517779,6A,125.0,29.62133333333333,76.69333333333333,140.93866666666668,30.56,91.69066666666669,137.17333333333335,"['0', '29.621tc', '76.693t', '91.691c', '140.939t', '251.328']","(0, 29.62133333333333)","(0, 30.56)","(29.62133333333333, 76.69333333333333)","(30.56, 91.69066666666669)","(76.69333333333333, 140.93866666666668)","(91.69066666666669, 137.17333333333335)","(140.93866666666668, 251.328)","(137.17333333333335, 251.328)"
0.618,0.824,10,-5.708,0,0.0937,0.057,0.000241,0.158,0.55,125.011,4,2M0wZ9iOCsul9PgKCHnIWT,"['6nS5roXSAGhTGr34W6n7Et', '163tK9Wjr9P9DmM0AVK7lm', '3TaUSUXn41GixL7zbvrIDt']","['house', 'pop', 'indietronica', 'fidget house', 'canadian electronic', 'metropopolis', 'turntablism', 'nz pop', 'edm', 'art pop', 'electro house', 'electronic trap', 'uk dance']",Magnets - A-Trak Remix,"Disclosure, Lorde, A-Trak","Disclosure, Lorde - Magnets - A-Trak Remix.mp3",256.897,D minor,0.8156904244563783,7A,125.0,20.778666666666663,191.5413333333333,200.1386666666667,30.784,184.6293333333333,199.75466666666668,"['0', '20.779t', '30.784c', '184.629c', '191.541t', '200.139t', '256.897']","(0, 20.778666666666663)","(0, 30.784)","(20.778666666666663, 191.5413333333333)","(30.784, 184.6293333333333)","(191.5413333333333, 200.1386666666667)","(184.6293333333333, 199.75466666666668)","(200.1386666666667, 256.897)","(199.75466666666668, 256.897)"
0.875,0.58,5,-7.339,0,0.308,0.0305,0.0,0.0671,0.628,159.981,4,6eQeEaNOXDtRk2sk3UJGFw,"['5vEZZrTMbKhrd5Mgs37m8p', '22CyfYzF7NMyITy8gKIYT5', '0qMwn0A1NkYRIo8jyOMygH', '1VfoD8dL4kTZm8K591uz3q', '1Vf1H37mPCwbwQXf4NI14R', '0R9SPor6ESTsCVCb3NPhGD']","['j-rap', 'japanese trap']",JET MODE,"DJ CHARI, DJ TATSUKI, ZOT on the WAVE, Tyson, SANTAWORLDVIEW, MonyHorse","DJ CHARI, DJ TATSUKI, ZOT on the WAVE, Tyson, SANTAWORLDVIEW, MonyHorse - JET MODE.mp3",165.703,G minor,0.5673258453043597,6A,160.71428571428572,11.178666666666668,120.544,128.78933333333333,9.472,120.93866666666666,131.584,"['0', '11.179t', '120.544tc', '128.789tc', '165.703']","(0, 11.178666666666668)","(0, 9.472)","(11.178666666666668, 120.544)","(9.472, 120.93866666666666)","(120.544, 128.78933333333333)","(120.93866666666666, 131.584)","(128.78933333333333, 165.703)","(131.584, 165.703)"
0.8,0.574,1,-7.707,1,0.0651,0.00502,0.822,0.132,0.342,124.003,4,59EjnzEsU4eTSXoQoQJ8bT,"['6nxYdBHCGZ8bBM7sGhqxSC', '5R3Hr2cnCCjt220Jmt2xLf']","['progressive electro house', 'brostep', 'slap house', 'moombahton', 'edm', 'pop dance', 'electro house']",Gumby,"DJ Hanzel, Dillon Francis","DJ Hanzel, Dillon Francis - Gumby.mp3",189.883,G minor,0.3460239402408668,6A,125.0,45.76,92.928,123.584,45.845333333333336,92.97066666666667,122.83733333333332,"['0', '45.76tc', '92.928tc', '123.584t', '189.883']","(0, 45.76)","(0, 45.845333333333336)","(45.76, 92.928)","(45.845333333333336, 92.97066666666667)","(92.928, 123.584)","(92.97066666666667, 122.83733333333332)","(123.584, 189.883)","(122.83733333333332, 189.883)"
0.912,0.655,8,-6.029,0,0.162,0.315,3.39e-05,0.0894,0.793,91.942,4,0W6I02J9xcqK8MtSeosEXb,['5cj0lLjcoR7YOSnhnX0Po5'],"['pop', 'dance pop']",Get Into It (Yuh),Doja Cat,Doja Cat - Get Into It (Yuh).mp3,135.803,G# major,0.3736191565485193,4B,92.21311475409836,7.776,114.34666666666666,125.504,2.3786666666666667,5.28,7.594666666666667,"['0', '7.776t', '114.347t', '125.504t', '135.803']","(0, 7.776)","(0, 2.3786666666666667)","(7.776, 114.34666666666666)","(2.3786666666666667, 5.28)","(114.34666666666666, 125.504)","(5.28, 7.594666666666667)","(125.504, 135.803)","(7.594666666666667, 135.803)"
0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.781,110.97,4,3DarAbFujv6eYNliUTyqtz,"['5cj0lLjcoR7YOSnhnX0Po5', '7tYKF4w9nC0nq9CsPZTHyP']","['r&b', 'pop', 'dance pop', 'rap']",Kiss Me More,"Doja Cat, SZA",Doja Cat - Kiss Me More (feat. SZA).mp3,207.532,E major,0.7226776673722839,12B,110.29411764705884,8.341333333333333,23.914666666666665,49.184,24.72533333333333,199.05066666666667,201.96266666666668,"['0', '8.341t', '23.915tc', '49.184t', '201.963c', '207.532']","(0, 8.341333333333333)","(0, 24.72533333333333)","(8.341333333333333, 23.914666666666665)","(24.72533333333333, 199.05066666666667)","(23.914666666666665, 49.184)","(199.05066666666667, 201.96266666666668)","(49.184, 207.532)","(201.96266666666668, 207.532)"
0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,4,6Uj1ctrBOjOas8xZXGqKk4,['5cj0lLjcoR7YOSnhnX0Po5'],"['pop', 'dance pop']",Woman,Doja Cat,Doja Cat - Woman.mp3,171.05,F minor,0.4304461760784037,4A,108.17307692307692,18.218666666666667,53.17333333333333,153.38666666666666,1.4293333333333331,37.25866666666667,78.09066666666666,"['0', '1.429c', '18.219t', '37.259c', '53.173t', '78.091c', '153.387t', '171.05']","(0, 18.218666666666667)","(0, 1.4293333333333331)","(18.218666666666667, 53.17333333333333)","(1.4293333333333331, 37.25866666666667)","(53.17333333333333, 153.38666666666666)","(37.25866666666667, 78.09066666666666)","(153.38666666666666, 171.05)","(78.09066666666666, 171.05)"
0.643,0.941,8,-5.243,0,0.0377,0.0599,0.756,0.157,0.174,126.01,4,602wo0wA2pEjcZYX7X2uNh,"['205i7E8fNVfojowcQSfK9m', '4qOzMSukiZoiSjPQw8Zs7s', '24DO0PijjITGIEWsO8XaPs']","['house', 'indietronica', 'swiss pop', 'deep groove house', 'electra', 'deep house', 'progressive house', 'australian house', 'aussietronica', 'melodic house']",Strangers (with Mansionair),"Dom Dolla, Mansionair",Dom Dolla - Strangers (with Mansionair).mp3,217.39,E minor,0.6898832632994749,9A,125.0,64.74666666666667,124.736,161.344,110.464,118.18666666666668,170.22933333333333,"['0', '64.747t', '110.464c', '118.187c', '124.736t', '161.344t', '170.229c', '217.39']","(0, 64.74666666666667)","(0, 110.464)","(64.74666666666667, 124.736)","(110.464, 118.18666666666668)","(124.736, 161.344)","(118.18666666666668, 170.22933333333333)","(161.344, 217.39)","(170.22933333333333, 217.39)"
0.851,0.742,0,-6.126,1,0.0377,0.0259,0.256,0.111,0.236,123.033,4,14fIlfcmFPlj4V2IazeJ25,['205i7E8fNVfojowcQSfK9m'],"['deep groove house', 'house', 'australian house']",Take It,Dom Dolla,Dom Dolla - Take It.mp3,234.44,C major,0.6306784469445973,8B,122.28260869565216,15.317333333333334,156.07466666666667,169.58933333333334,30.346666666666668,122.944,170.64533333333333,"['0', '15.317t', '30.347c', '122.944c', '156.075t', '169.589tc', '234.44']","(0, 15.317333333333334)","(0, 30.346666666666668)","(15.317333333333334, 156.07466666666667)","(30.346666666666668, 122.944)","(156.07466666666667, 169.58933333333334)","(122.944, 170.64533333333333)","(169.58933333333334, 234.44)","(170.64533333333333, 234.44)"
0.847,0.934,9,-5.381,1,0.0442,0.00783,0.492,0.0797,0.862,126.035,4,4vEHTE0TocuaKZqiSq0UIS,['2GVtgxcx7jg5xVCZsIHSGN'],"['house', 'tech house', 'electro house', 'bass house']",Soul Sacrifice,Dombresky,Dombresky - Soul Sacrifice.mp3,230.609,F# minor,0.3499336716323378,11A,125.0,45.83466666666666,76.21333333333334,199.37066666666664,31.18933333333333,46.272,76.10666666666667,"['0', '31.189c', '45.835tc', '76.213t', '199.371t', '230.609']","(0, 45.83466666666666)","(0, 31.18933333333333)","(45.83466666666666, 76.21333333333334)","(31.18933333333333, 46.272)","(76.21333333333334, 199.37066666666664)","(46.272, 76.10666666666667)","(199.37066666666664, 230.609)","(76.10666666666667, 230.609)"
0.681,0.58,8,-9.496,1,0.0612,0.319,3.77e-05,0.099,0.368,100.506,4,190fPjBiTtTKbfOSuJOjhv,['6u6AbTVrbabv27DLcSrF8i'],"['alternative r&b', 'modern indie pop']",Stop Calling The Police On Me,Dreamer Isioma,Dreamer Isioma - Stop Calling The Police On Me.mp3,141.87,A major,0.6802587321567732,11B,100.44642857142856,1.632,7.072,122.64533333333334,4.768,65.46133333333333,84.512,"['0', '1.632tc', '7.072t', '65.461c', '84.512c', '122.645t', '141.87']","(0, 1.632)","(0, 4.768)","(1.632, 7.072)","(4.768, 65.46133333333333)","(7.072, 122.64533333333334)","(65.46133333333333, 84.512)","(122.64533333333334, 141.87)","(84.512, 141.87)"
0.717,0.372,11,-12.878,0,0.0278,0.374,0.296,0.117,0.735,90.323,4,2ax9yh9o3eJWbJZbF8tDvj,['6u6AbTVrbabv27DLcSrF8i'],"['alternative r&b', 'modern indie pop']",Valentina,Dreamer Isioma,Dreamer Isioma - Valentina.mp3,128.64,A# major,0.7746857307680587,6B,90.7258064516129,20.522666666666662,106.688,112.40533333333332,106.83733333333332,111.776,122.752,"['0', '20.523t', '106.688t', '112.405t', '122.752c', '128.64']","(0, 20.522666666666662)","(0, 106.83733333333332)","(20.522666666666662, 106.688)","(106.83733333333332, 111.776)","(106.688, 112.40533333333332)","(111.776, 122.752)","(112.40533333333332, 128.64)","(122.752, 128.64)"
0.711,0.416,4,-6.083,1,0.0441,0.705,0.00461,0.0875,0.377,130.332,4,0WQnDBo5oqSnCDag5hSwVw,['59MDSNIYoOY0WRYuodzJPD'],"['vapor twitch', 'future bass']",Wild,Duskus,Duskus - Wild.mp3,288.51,F# minor,0.6630956914982732,11A,130.8139534883721,58.986666666666665,117.25866666666668,146.93333333333334,24.650666666666663,51.552,277.3226666666667,"['0', '24.651c', '51.552c', '58.987t', '117.259t', '146.933t', '277.323c', '288.51']","(0, 58.986666666666665)","(0, 24.650666666666663)","(58.986666666666665, 117.25866666666668)","(24.650666666666663, 51.552)","(117.25866666666668, 146.93333333333334)","(51.552, 277.3226666666667)","(146.93333333333334, 288.51)","(277.3226666666667, 288.51)"
0.909,0.651,11,-5.672,0,0.105,0.161,0.0437,0.0923,0.895,124.026,4,6j4j6iRR0Ema531o5Yxr2T,"['31Eea8xaK1xAMyJy2iWE0z', '2izgj6WOKJsuCRCQUKOoVO']","['deep groove house', 'dance pop', 'uk dance']",Memories,"Eden Prince, Nonô","Eden Prince, Nonô - Memories.mp3",147.038,G# minor,0.5466535590148366,1A,125.0,69.22666666666667,99.34933333333332,131.52,23.594666666666665,69.54666666666667,103.008,"['0', '23.595c', '69.227tc', '99.349tc', '131.52t', '147.038']","(0, 69.22666666666667)","(0, 23.594666666666665)","(69.22666666666667, 99.34933333333332)","(23.594666666666665, 69.54666666666667)","(99.34933333333332, 131.52)","(69.54666666666667, 103.008)","(131.52, 147.038)","(103.008, 147.038)"
0.366,0.76,7,-6.497,0,0.0626,0.232,0.641,0.0822,0.139,159.972,4,15k0vHvBreGYZAZeuLi0NY,"['0Y0QSi6lz1bPik5Ffjr8sd', '21AUdblPrTRzkvJn8FGrlk']","['canadian electronic', 'brostep', 'vapor twitch', 'future bass', 'edm', 'electro house', 'electronic trap']",Power,"Ekali, NITTI","Ekali, NITTI - Power.mp3",148.421,A# minor,0.6770216857047677,3A,160.71428571428572,72.32,83.872,143.75466666666668,29.546666666666667,77.64266666666667,84.14933333333333,"['0', '29.547c', '72.32t', '77.643c', '83.872tc', '143.755t', '148.421']","(0, 72.32)","(0, 29.546666666666667)","(72.32, 83.872)","(29.546666666666667, 77.64266666666667)","(83.872, 143.75466666666668)","(77.64266666666667, 84.14933333333333)","(143.75466666666668, 148.421)","(84.14933333333333, 148.421)"
0.72,0.718,7,-5.285,0,0.0546,0.00195,0.158,0.35,0.33,122.003,4,5BWpRTmIud6QuaKxZI4Ilr,['2nwPBvsuf070C7KYSWoXbD'],[],Summer Of Saigon,Elephant Heart,Elephant Heart - Summer Of Saigon.mp3,222.403,A# minor,0.6543338676203857,3A,122.28260869565216,15.914666666666667,93.00266666666668,188.02133333333333,31.456,62.86933333333333,126.12266666666666,"['0', '15.915t', '31.456c', '62.869c', '93.003t', '126.123c', '188.021t', '222.403']","(0, 15.914666666666667)","(0, 31.456)","(15.914666666666667, 93.00266666666668)","(31.456, 62.86933333333333)","(93.00266666666668, 188.02133333333333)","(62.86933333333333, 126.12266666666666)","(188.02133333333333, 222.403)","(126.12266666666666, 222.403)"
0.706,0.468,4,-7.326,1,0.0253,0.13,0.00135,0.102,0.768,105.015,4,3SlzwAZ8BH5xZvfQjpSChY,['6xgvgzXNv3ymcITXTrxRaA'],"['electropop', 'alt z']",@elio.irl,ELIO,ELIO - @elio.irl.mp3,230.615,D# major,0.6943758222059518,5B,104.16666666666669,74.08,96.832,147.54133333333334,170.54933333333332,183.6373333333333,187.552,"['0', '74.08t', '96.832t', '147.541t', '170.549c', '187.552c', '230.615']","(0, 74.08)","(0, 170.54933333333332)","(74.08, 96.832)","(170.54933333333332, 183.6373333333333)","(96.832, 147.54133333333334)","(183.6373333333333, 187.552)","(147.54133333333334, 230.615)","(187.552, 230.615)"
0.79,0.74,1,-6.31,1,0.0538,0.000325,0.255,0.0448,0.474,118.009,4,6eJEvusOC02GMOArociVqe,"['6wKxOKEA3K6R2UZ3COLXEY', '2FwJwEswyIUAljqgjNSHgP']","['la pop', 'electropop', 'indie poptimism', 'uk dance']",Good Day Bad Day - Snakehips Remix,"Elohim, Snakehips",Elohim - Good Day Bad Day - Snakehips Remix.mp3,221.181,G minor,0.322067818387538,6A,117.1875,31.30666666666667,53.70666666666666,57.034666666666666,16.245333333333335,32.693333333333335,56.66133333333333,"['0', '16.245c', '31.307tc', '57.035t', '221.181']","(0, 31.30666666666667)","(0, 16.245333333333335)","(31.30666666666667, 53.70666666666666)","(16.245333333333335, 32.693333333333335)","(53.70666666666666, 57.034666666666666)","(32.693333333333335, 56.66133333333333)","(57.034666666666666, 221.181)","(56.66133333333333, 221.181)"
0.227,0.902,6,-4.797,0,0.325,0.00912,0.2,0.0654,0.0718,176.063,4,0BNYamtbh8ifYgvShfdeMD,"['2c2X6dr1PHctH24BxNOjHi', '0gXx2aQ2mfovDfqCw10MQC']","['brostep', 'vapor twitch', 'wonky', 'glitch hop', 'experimental bass', 'downtempo bass', 'electronic trap']",Daemon Veil,"Eprom, G Jones","Eprom, G Jones - Daemon Veil.mp3",295.814,D# major,0.6747360675762768,5B,117.1875,75.50933333333333,200.17066666666668,248.96,43.882666666666665,186.432,237.38666666666663,"['0', '43.883c', '75.509t', '186.432c', '200.171t', '237.387c', '248.96t', '295.814']","(0, 75.50933333333333)","(0, 43.882666666666665)","(75.50933333333333, 200.17066666666668)","(43.882666666666665, 186.432)","(200.17066666666668, 248.96)","(186.432, 237.38666666666663)","(248.96, 295.814)","(237.38666666666663, 295.814)"
0.61,0.661,2,-4.892,1,0.0423,0.00281,0.0222,0.123,0.276,119.99,4,1IUZh86P1U3w8i245mhzJi,['3ubv8WIA649ar6dwEH6ATm'],"['livetronica', 'funk rock']",Going Down Slow,Exmag,Exmag - Going Down Slow.mp3,254.85,D# major,0.6598542213430569,5B,119.6808510638298,15.210666666666668,46.464,156.14933333333337,47.232,218.144,247.60533333333333,"['0', '15.211t', '46.464tc', '156.149t', '218.144c', '247.605c', '254.85']","(0, 15.210666666666668)","(0, 47.232)","(15.210666666666668, 46.464)","(47.232, 218.144)","(46.464, 156.14933333333337)","(218.144, 247.60533333333333)","(156.14933333333337, 254.85)","(247.60533333333333, 254.85)"
0.634,0.642,11,-6.102,1,0.154,0.0516,0.0,0.285,0.429,97.987,4,6Azp3ArWtIFOitzRKMCfQT,['5oLb41tSEDtY357HGJCIK9'],['japanese dance pop'],Departure,FAKY,FAKY - Departure.mp3,208.492,C# major,0.6638755585596754,3B,98.6842105263158,55.85066666666667,60.352,156.896,133.41866666666667,155.328,197.48266666666663,"['0', '60.352t', '133.419c', '156.896t', '197.483c', '208.492']","(0, 55.85066666666667)","(0, 133.41866666666667)","(55.85066666666667, 60.352)","(133.41866666666667, 155.328)","(60.352, 156.896)","(155.328, 197.48266666666663)","(156.896, 208.492)","(197.48266666666663, 208.492)"
0.73,0.804,9,-3.682,0,0.0645,0.194,0.0,0.344,0.441,130.094,4,32xcUwMaqqfyrKxZmTvUD2,['5oLb41tSEDtY357HGJCIK9'],['japanese dance pop'],little more,FAKY,FAKY - little more.mp3,244.141,G major,0.6136862358021767,9B,130.8139534883721,94.912,107.43466666666669,237.22666666666663,156.71466666666666,172.29866666666666,221.312,"['0', '94.912t', '107.435t', '156.715c', '172.299c', '221.312c', '237.227t', '244.141']","(0, 94.912)","(0, 156.71466666666666)","(94.912, 107.43466666666669)","(156.71466666666666, 172.29866666666666)","(107.43466666666669, 237.22666666666663)","(172.29866666666666, 221.312)","(237.22666666666663, 244.141)","(221.312, 244.141)"
0.87,0.87,0,-5.652,1,0.158,0.00341,0.285,0.351,0.776,122.001,4,1z781vLuCqFGa3ba6pUGxQ,['5FWi1mowu6uiU2ZHwr1rby'],"['brostep', 'edm', 'complextro', 'filthstep', 'electro house']",Frank Frazetta,Feed Me,Feed Me - Frank Frazetta.mp3,225.088,G minor,0.4025324879476453,6A,122.28260869565216,30.165333333333333,125.728,188.512,31.54133333333333,64.608,94.64533333333334,"['0', '30.165tc', '64.608c', '94.645c', '125.728t', '188.512t', '225.088']","(0, 30.165333333333333)","(0, 31.54133333333333)","(30.165333333333333, 125.728)","(31.54133333333333, 64.608)","(125.728, 188.512)","(64.608, 94.64533333333334)","(188.512, 225.088)","(94.64533333333334, 225.088)"
0.783,0.592,11,-8.332,0,0.0331,0.435,4.15e-06,0.347,0.726,120.018,4,739WUU1tPFLO4x4HJq561K,['4GJ6xDCF5jaUqD6avOuQT6'],['k-pop girl group'],Cupid - Twin Ver.,FIFTY FIFTY,FIFTY FIFTY - Cupid - Twin Ver..mp3,170.59,D# major,0.7324848425760127,5B,119.6808510638298,7.029333333333334,120.24533333333332,135.712,7.264,119.75466666666668,135.936,"['0', '7.029tc', '120.245t', '135.712tc', '170.59']","(0, 7.029333333333334)","(0, 7.264)","(7.029333333333334, 120.24533333333332)","(7.264, 119.75466666666668)","(120.24533333333332, 135.712)","(119.75466666666668, 135.936)","(135.712, 170.59)","(135.936, 170.59)"
0.729,0.965,2,-5.711,1,0.0624,0.00176,0.66,0.0973,0.744,125.021,4,2KXwJZv1pRQFQ95Kj60jBN,['1VJ0briNOlXRtJUAzoUJdt'],"['house', 'australian house']",Losing It - Radio Edit,FISHER,FISHER - Losing It - Radio Edit.mp3,162.029,F minor,0.284874548733898,4A,125.0,28.778666666666663,127.38133333333332,134.19733333333335,5.770666666666667,115.11466666666666,130.16533333333334,"['0', '5.771c', '28.779t', '115.115c', '127.381tc', '134.197t', '162.029']","(0, 28.778666666666663)","(0, 5.770666666666667)","(28.778666666666663, 127.38133333333332)","(5.770666666666667, 115.11466666666666)","(127.38133333333332, 134.19733333333335)","(115.11466666666666, 130.16533333333334)","(134.19733333333335, 162.029)","(130.16533333333334, 162.029)"
0.859,0.824,8,-7.207,1,0.0512,0.0242,0.66,0.205,0.882,124.015,4,627JZ3dVd88Xc5IoHOeNT5,['1VJ0briNOlXRtJUAzoUJdt'],"['house', 'australian house']",Stop It,FISHER,FISHER - Stop It.mp3,159.3,F minor,0.3441149928356569,4A,125.0,2.794666666666666,42.32533333333333,155.69066666666666,80.49066666666667,94.848,121.68533333333332,"['0', '2.795t', '42.325t', '80.491c', '94.848c', '121.685c', '155.691t', '159.3']","(0, 2.794666666666666)","(0, 80.49066666666667)","(2.794666666666666, 42.32533333333333)","(80.49066666666667, 94.848)","(42.32533333333333, 155.69066666666666)","(94.848, 121.68533333333332)","(155.69066666666666, 159.3)","(121.68533333333332, 159.3)"
0.729,0.633,6,-5.202,1,0.0394,0.262,1.2e-05,0.078,0.279,115.93,4,06gtPF7fljlItis2PohQP0,"['6nxWCVXbOlEVRexSbLsTer', '0ROrzjhRCZbJil5PjS9yG9']","['indietronica', 'edm', 'downtempo', 'australian indie', 'australian dance', 'australian electropop']",Rhinestone 1.7.2 [2018 Export Wav] feat. Isabella Manfredi,"Flume, Isabella Manfredi",Flume - Rhinestone 1.7.2 [2018 Export Wav] feat. Isabella Manfredi.mp3,222.735,F# major,0.8471753624048574,2B,117.1875,28.0,89.472,121.472,30.784,88.77866666666667,124.832,"['0', '28.0tc', '89.472t', '121.472tc', '222.735']","(0, 28.0)","(0, 30.784)","(28.0, 89.472)","(30.784, 88.77866666666667)","(89.472, 121.472)","(88.77866666666667, 124.832)","(121.472, 222.735)","(124.832, 222.735)"
0.803,0.858,10,-4.019,1,0.0538,0.0111,0.096,0.0766,0.862,121.989,4,5SB73InpxuEQ20qEWhOQFV,['5Am25tT39BPzreHngMkuux'],"['german techno', 'german tech house', 'minimal techno']",Chunky,Format:B,Format-B - Chunky.mp3,156.884,G major,0.4683235489103656,9B,122.28260869565216,19.914666666666665,81.888,102.12266666666666,18.442666666666668,51.06133333333333,153.28,"['0', '19.915t', '51.061c', '81.888t', '102.123t', '153.28c', '156.884']","(0, 19.914666666666665)","(0, 18.442666666666668)","(19.914666666666665, 81.888)","(18.442666666666668, 51.06133333333333)","(81.888, 102.12266666666666)","(51.06133333333333, 153.28)","(102.12266666666666, 156.884)","(153.28, 156.884)"
0.76,0.669,5,-9.105,0,0.285,0.0757,0.0215,0.77,0.215,112.023,4,6Ao5d7TMQ92h87jQqSHGyw,['4oLeXFyACqeem2VImYeBFe'],"['house', 'edm', 'stutter house']",Kyle (i found you),Fred again..,Fred again.. - Kyle (i found you).mp3,190.646,E major,0.7518626315980981,12B,112.5,6.613333333333333,45.19466666666667,48.81066666666667,14.954666666666666,40.778666666666666,45.792,"['0', '6.613t', '14.955c', '40.779c', '48.811t', '190.646']","(0, 6.613333333333333)","(0, 14.954666666666666)","(6.613333333333333, 45.19466666666667)","(14.954666666666666, 40.778666666666666)","(45.19466666666667, 48.81066666666667)","(40.778666666666666, 45.792)","(48.81066666666667, 190.646)","(45.792, 190.646)"
0.731,0.189,2,-15.471,1,0.0515,0.942,0.000106,0.357,0.527,81.905,4,35RU9s9Oytg6N8k0xxtKtG,"['74ldwS36YOZpiNSBf2XYBs', '0y2buXFUJCd2dnhkVCkRDg']",[],生きていくだけで,"FUKUSHIGE MARI, Ruri",FUKUSHIGE MARI - 生きていくだけで (feat. Ruri).mp3,235.263,A# major,0.7679985847420525,6B,160.71428571428572,118.53866666666669,140.88533333333334,215.33866666666663,86.72,178.05866666666665,208.7253333333333,"['0', '86.72c', '118.539t', '140.885t', '178.059c', '208.725c', '215.339t', '235.263']","(0, 118.53866666666669)","(0, 86.72)","(118.53866666666669, 140.88533333333334)","(86.72, 178.05866666666665)","(140.88533333333334, 215.33866666666663)","(178.05866666666665, 208.7253333333333)","(215.33866666666663, 235.263)","(208.7253333333333, 235.263)"
0.5,0.815,1,-5.051,1,0.127,0.0958,0.0389,0.0877,0.135,160.018,4,7G0Yar2BaHpKW4GrD9SOXS,['0gXx2aQ2mfovDfqCw10MQC'],"['glitch hop', 'brostep', 'vapor twitch', 'electronic trap']",Understanding the Possibility,G Jones,G Jones - Understanding the Possibility.mp3,273.375,G minor,0.6262402104724588,6A,106.13207547169812,192.5653333333333,204.928,246.50666666666663,87.91466666666666,142.624,179.92533333333333,"['0', '87.915c', '142.624c', '179.925c', '192.565t', '204.928t', '246.507t', '273.375']","(0, 192.5653333333333)","(0, 87.91466666666666)","(192.5653333333333, 204.928)","(87.91466666666666, 142.624)","(204.928, 246.50666666666663)","(142.624, 179.92533333333333)","(246.50666666666663, 273.375)","(179.92533333333333, 273.375)"
